@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
763,'2020/01/08 00:23:11:464',17,294.615143,164.142975,316.835602,225.368591,?,?,?,?
764,'2020/01/08 00:23:11:914',17,294.57196,164.213715,316.714539,225.296051,?,?,?,?
765,'2020/01/08 00:23:12:064',17,294.523865,164.266266,316.908356,225.357941,?,?,?,?
766,'2020/01/08 00:23:12:114',17,294.527039,164.387283,316.957458,225.362228,?,?,?,?
767,'2020/01/08 00:23:12:174',17,294.606934,164.516861,317.302155,225.399948,?,?,?,?
768,'2020/01/08 00:23:12:264',17,294.638855,164.658844,317.515137,225.403748,?,?,?,?
769,'2020/01/08 00:23:12:314',17,294.642334,164.763489,317.731903,225.383469,?,?,?,?
770,'2020/01/08 00:23:12:370',17,294.606873,164.838409,318.008118,225.346176,?,?,?,?
771,'2020/01/08 00:23:12:464',17,294.677246,164.982361,318.148346,225.20314,?,?,?,?
772,'2020/01/08 00:23:12:514',17,294.771912,165.13266,318.289825,225.106491,?,?,?,?
773,'2020/01/08 00:23:12:574',17,294.905914,165.215332,318.215424,225.096634,?,?,?,?
774,'2020/01/08 00:23:12:664',17,294.969299,165.290024,318.425476,225.179657,?,?,?,?
775,'2020/01/08 00:23:12:714',17,294.890564,165.355774,318.795807,225.292999,?,?,?,?
776,'2020/01/08 00:23:12:764',17,294.851837,165.426147,318.80307,225.288376,?,?,?,?
777,'2020/01/08 00:23:12:819',17,294.755737,165.521484,319.142395,225.343643,?,?,?,?
778,'2020/01/08 00:23:12:877',17,294.69162,165.632584,319.403778,225.35199,?,?,?,?
779,'2020/01/08 00:23:12:964',17,294.623474,165.731964,319.654388,225.383896,?,?,?,?
780,'2020/01/08 00:23:13:014',17,294.61261,165.811417,319.879822,225.416061,?,?,?,?
781,'2020/01/08 00:23:13:114',17,294.613525,165.904114,320.160187,225.449097,?,?,?,?
782,'2020/01/08 00:23:13:164',17,294.689453,165.944916,320.531525,225.470337,?,?,?,?
783,'2020/01/08 00:23:13:214',17,294.681152,165.953445,320.981232,225.482788,?,?,?,?
784,'2020/01/08 00:23:13:274',17,294.723145,165.977417,321.386047,225.426392,?,?,?,?
785,'2020/01/08 00:23:13:364',17,294.802734,166.036423,321.455292,225.327942,?,?,?,?
786,'2020/01/08 00:23:13:414',17,294.831085,166.026962,321.669281,225.287079,?,?,?,?
787,'2020/01/08 00:23:13:467',17,294.797882,166.015259,321.885986,225.260239,?,?,?,?
788,'2020/01/08 00:23:13:528',17,294.793823,165.968201,322.063843,225.25322,?,?,?,?
789,'2020/01/08 00:23:13:614',17,294.858002,165.978882,322.045868,225.228638,?,?,?,?
790,'2020/01/08 00:23:13:664',17,294.961121,166.019272,321.968445,225.221069,?,?,?,?
791,'2020/01/08 00:23:13:764',17,294.931335,165.98201,322.019379,225.288651,?,?,?,?
792,'2020/01/08 00:23:13:814',17,294.838806,165.964249,322.129456,225.296997,?,?,?,?
793,'2020/01/08 00:23:13:864',17,294.723175,165.959641,322.410309,225.328094,?,?,?,?
794,'2020/01/08 00:23:13:921',17,294.75946,165.995285,322.21048,225.239151,?,?,?,?
795,'2020/01/08 00:23:14:014',17,294.905762,166.066269,321.897858,225.121857,?,?,?,?
796,'2020/01/08 00:23:14:064',17,295.058685,166.129181,321.834442,225.036591,?,?,?,?
797,'2020/01/08 00:23:14:114',17,295.203796,166.199615,321.784912,224.912567,?,?,?,?
798,'2020/01/08 00:23:14:175',17,295.257782,166.258606,321.934998,224.823441,?,?,?,?
799,'2020/01/08 00:23:14:264',17,295.315765,166.329315,322.095856,224.710754,?,?,?,?
800,'2020/01/08 00:23:14:314',17,295.449982,166.356064,322.068787,224.640686,?,?,?,?
801,'2020/01/08 00:23:14:364',17,295.596405,166.396973,321.9953,224.547668,?,?,?,?
802,'2020/01/08 00:23:14:422',17,295.625488,166.424377,322.123962,224.485474,?,?,?,?
803,'2020/01/08 00:23:14:514',17,295.698181,166.472443,322.296661,224.442871,?,?,?,?
804,'2020/01/08 00:23:14:564',17,295.701141,166.543701,322.426575,224.420975,?,?,?,?
805,'2020/01/08 00:23:14:614',17,295.648682,166.592316,322.496185,224.423431,?,?,?,?
806,'2020/01/08 00:23:14:672',17,295.60257,166.635727,322.58432,224.419159,?,?,?,?
807,'2020/01/08 00:23:14:764',17,295.584259,166.671066,322.496552,224.402908,?,?,?,?
808,'2020/01/08 00:23:14:814',17,295.4711,166.720825,322.417694,224.39122,?,?,?,?
809,'2020/01/08 00:23:14:864',17,295.35321,166.715103,322.567322,224.407806,?,?,?,?
810,'2020/01/08 00:23:14:926',17,295.183807,166.688446,322.882721,224.429962,?,?,?,?
811,'2020/01/08 00:23:15:014',17,295.052795,166.683868,323.277832,224.426025,?,?,?,?
812,'2020/01/08 00:23:15:064',17,295.000305,166.68013,323.626129,224.445862,?,?,?,?
813,'2020/01/08 00:24:51:960',18,421.054932,173.523407,148.793564,210.448685,?,?,?,?
814,'2020/01/08 00:24:52:011',18,421.330322,173.883102,148.509399,210.064896,?,?,?,?
815,'2020/01/08 00:24:52:060',18,421.471497,174.355042,148.38266,209.54422,?,?,?,?
816,'2020/01/08 00:24:52:114',18,421.766815,174.958847,148.11351,208.903366,?,?,?,?
817,'2020/01/08 00:24:52:209',18,421.752319,175.204453,148.055603,208.594208,?,?,?,?
818,'2020/01/08 00:24:52:260',18,421.62265,175.442001,148.134094,208.359818,?,?,?,?
819,'2020/01/08 00:24:52:309',18,421.330322,175.928253,148.425293,207.893372,?,?,?,?
820,'2020/01/08 00:24:52:359',18,420.852875,176.439209,148.88028,207.37706,?,?,?,?
821,'2020/01/08 00:24:52:417',18,420.531982,176.78009,149.182709,207.090118,?,?,?,?
822,'2020/01/08 00:24:52:510',18,420.304077,177.130798,149.378113,206.747681,?,?,?,?
823,'2020/01/08 00:24:52:559',18,420.00943,177.487793,149.631241,206.360947,?,?,?,?
824,'2020/01/08 00:24:52:609',18,419.860687,178.110992,149.760635,205.776505,?,?,?,?
825,'2020/01/08 00:24:52:666',18,419.88147,178.928787,149.777161,205.016327,?,?,?,?
826,'2020/01/08 00:24:52:759',18,419.879608,179.410767,149.796463,204.579773,?,?,?,?
827,'2020/01/08 00:24:52:809',18,419.766968,179.267609,149.938187,204.736954,?,?,?,?
828,'2020/01/08 00:24:52:861',18,419.629517,179.068848,150.110489,204.930481,?,?,?,?
829,'2020/01/08 00:24:52:909',18,419.390961,178.756546,150.3452,205.207077,?,?,?,?
830,'2020/01/08 00:24:52:967',18,419.300232,178.758316,150.459976,205.256989,?,?,?,?
831,'2020/01/08 00:24:53:059',18,419.246643,179.136993,150.558533,205.00563,?,?,?,?
832,'2020/01/08 00:24:53:110',18,419.422638,178.963913,150.428299,205.247452,?,?,?,?
833,'2020/01/08 00:24:53:159',18,419.6203,178.851685,150.300217,205.405884,?,?,?,?
834,'2020/01/08 00:24:53:212',18,419.522675,178.992584,150.470551,205.329941,?,?,?,?
835,'2020/01/08 00:24:53:310',18,419.559296,179.021225,150.483475,205.3909,?,?,?,?
836,'2020/01/08 00:24:53:360',18,419.745148,178.573425,150.301895,205.867065,?,?,?,?
837,'2020/01/08 00:24:53:410',18,420.073547,177.969696,150.03093,206.543213,?,?,?,?
838,'2020/01/08 00:24:53:464',18,420.527466,177.418625,149.57489,207.160202,?,?,?,?
839,'2020/01/08 00:24:53:522',18,421.205841,176.580093,148.86087,208.035782,?,?,?,?
840,'2020/01/08 00:24:53:575',18,421.940613,175.503998,148.134064,209.079163,?,?,?,?
841,'2020/01/08 00:24:53:660',18,422.404266,174.897156,147.645569,209.693192,?,?,?,?
842,'2020/01/08 00:24:53:709',18,422.774902,174.280472,147.264099,210.362701,?,?,?,?
843,'2020/01/08 00:24:53:764',18,422.872681,174.152649,147.207458,210.487701,?,?,?,?
844,'2020/01/08 00:24:53:823',18,423.345886,173.873886,146.755997,210.810211,?,?,?,?
845,'2020/01/08 00:24:53:909',18,423.525726,173.13327,146.530365,211.460754,?,?,?,?
846,'2020/01/08 00:24:53:960',18,423.500549,172.610184,146.539673,211.884995,?,?,?,?
847,'2020/01/08 00:24:54:010',18,423.626404,172.2659,146.376648,212.174789,?,?,?,?
848,'2020/01/08 00:24:54:070',18,423.627014,172.366989,146.348602,212.033539,?,?,?,?
849,'2020/01/08 00:24:54:124',18,423.743713,172.423233,146.242599,211.980453,?,?,?,?
850,'2020/01/08 00:25:06:659',19,412.963776,114.672775,213.00061,281.547607,?,?,?,?
851,'2020/01/08 00:25:06:716',19,412.969147,113.976814,212.950104,282.285767,?,?,?,?
852,'2020/01/08 00:25:06:774',19,412.983978,113.241638,212.895996,282.991974,?,?,?,?
853,'2020/01/08 00:25:06:859',19,412.988007,112.81945,212.898376,283.380188,?,?,?,?
854,'2020/01/08 00:25:06:909',19,412.994293,112.216782,212.797302,284.051605,?,?,?,?
855,'2020/01/08 00:25:06:967',19,413.08371,112.432732,212.614471,283.830627,?,?,?,?
856,'2020/01/08 00:25:07:059',19,413.114868,112.622734,212.562164,283.590454,?,?,?,?
857,'2020/01/08 00:25:07:261',19,413.107941,112.753029,212.498077,283.625977,?,?,?,?
858,'2020/01/08 00:25:07:725',19,413.007477,112.693573,212.566681,283.746582,?,?,?,?
859,'2020/01/08 00:25:08:221',19,412.975189,113.143761,212.638794,283.454041,?,?,?,?
860,'2020/01/08 00:25:08:512',19,412.919312,113.074669,212.678436,283.482178,?,?,?,?
861,'2020/01/08 00:25:08:568',19,412.84613,112.494987,212.771973,284.041656,?,?,?,?
862,'2020/01/08 00:25:08:659',19,412.811371,112.28643,212.829376,284.233032,?,?,?,?
863,'2020/01/08 00:25:08:717',19,412.760376,112.186256,212.992706,284.386475,?,?,?,?
864,'2020/01/08 00:25:08:809',19,412.772095,112.103981,213.057617,284.530273,?,?,?,?
865,'2020/01/08 00:25:08:859',19,412.749634,111.589447,213.170135,285.093262,?,?,?,?
866,'2020/01/08 00:25:08:912',19,412.020203,111.342857,213.937668,285.327271,?,?,?,?
867,'2020/01/08 00:25:08:970',19,412.107605,112.11084,213.984955,284.594482,?,?,?,?
868,'2020/01/08 00:25:09:059',19,412.194977,112.878822,214.032227,283.861725,?,?,?,?
869,'2020/01/08 00:25:09:109',19,412.173645,113.21463,214.125641,283.562897,?,?,?,?
870,'2020/01/08 00:25:09:165',19,412.221497,114.059509,214.156754,282.828705,?,?,?,?
871,'2020/01/08 00:25:09:224',19,412.230957,114.063217,214.19342,282.992523,?,?,?,?
872,'2020/01/08 00:25:09:309',19,412.240387,114.066925,214.230103,283.156342,?,?,?,?
873,'2020/01/08 00:25:09:359',19,412.225189,113.576782,214.183151,283.804169,?,?,?,?
874,'2020/01/08 00:25:09:416',19,412.242096,113.931808,214.214294,283.473572,?,?,?,?
875,'2020/01/08 00:25:09:509',19,412.197327,113.523415,214.301056,283.935974,?,?,?,?
876,'2020/01/08 00:25:09:559',19,412.102173,112.934647,214.435791,284.557159,?,?,?,?
877,'2020/01/08 00:25:09:609',19,412.024994,112.606819,214.581451,284.744598,?,?,?,?
878,'2020/01/08 00:25:09:665',19,411.981354,112.432602,214.686218,284.890167,?,?,?,?
879,'2020/01/08 00:25:09:759',19,411.906464,111.68367,214.711853,285.668304,?,?,?,?
880,'2020/01/08 00:25:09:809',19,411.803711,110.872849,214.846527,286.584381,?,?,?,?
881,'2020/01/08 00:25:09:859',19,411.801331,110.953331,214.880814,286.707581,?,?,?,?
882,'2020/01/08 00:25:09:916',19,411.728638,110.491432,214.962769,287.201294,?,?,?,?
883,'2020/01/08 00:25:10:009',19,411.656281,109.914459,214.948151,287.750427,?,?,?,?
884,'2020/01/08 00:25:10:059',19,411.759216,110.621246,214.814972,287.083893,?,?,?,?
885,'2020/01/08 00:25:10:114',19,411.857605,111.592857,214.719147,286.127258,?,?,?,?
886,'2020/01/08 00:25:10:209',19,411.92746,112.100807,214.631241,285.708252,?,?,?,?
887,'2020/01/08 00:25:10:259',19,412.003601,112.110466,214.537018,285.712036,?,?,?,?
888,'2020/01/08 00:25:10:316',19,412.082306,112.257828,214.471634,285.598816,?,?,?,?
889,'2020/01/08 00:25:10:409',19,412.051392,112.026772,214.521332,285.782654,?,?,?,?
890,'2020/01/08 00:25:10:459',19,412.002869,111.48143,214.592255,286.267273,?,?,?,?
891,'2020/01/08 00:25:10:509',19,411.949585,111.225197,214.626617,286.350616,?,?,?,?
892,'2020/01/08 00:25:10:567',19,411.907898,111.246017,214.655487,286.178497,?,?,?,?
893,'2020/01/08 00:25:10:659',19,411.975281,111.807518,214.641083,285.553955,?,?,?,?
894,'2020/01/08 00:25:10:709',19,412.002319,111.724136,214.6138,285.582855,?,?,?,?
895,'2020/01/08 00:25:10:759',19,412.007935,111.820496,214.657898,285.555908,?,?,?,?
896,'2020/01/08 00:25:10:817',19,411.9823,111.841896,214.679443,285.599884,?,?,?,?
897,'2020/01/08 00:25:10:909',19,411.94873,111.794365,214.599533,285.746368,?,?,?,?
898,'2020/01/08 00:25:23:417',20,369.719666,82.154922,261.826721,356.161285,?,?,?,?
899,'2020/01/08 00:25:23:508',20,369.773895,82.364769,261.868408,355.486755,?,?,?,?
900,'2020/01/08 00:25:23:558',20,369.875305,82.551414,261.946655,355.13678,?,?,?,?
901,'2020/01/08 00:25:23:614',20,370.05426,82.781189,261.980865,354.694641,?,?,?,?
902,'2020/01/08 00:25:23:674',20,370.096832,82.983421,262.040253,354.216614,?,?,?,?
903,'2020/01/08 00:25:23:758',20,370.166382,83.253357,262.038361,353.812378,?,?,?,?
904,'2020/01/08 00:25:23:808',20,370.264618,83.535614,262.070587,353.356903,?,?,?,?
905,'2020/01/08 00:25:23:866',20,370.382538,83.776535,262.074677,353.134705,?,?,?,?
906,'2020/01/08 00:25:23:958',20,370.413757,83.981537,262.181824,352.806641,?,?,?,?
907,'2020/01/08 00:25:24:008',20,370.438416,84.01268,262.297943,352.86264,?,?,?,?
908,'2020/01/08 00:25:24:059',20,370.523987,84.048096,262.317719,352.864014,?,?,?,?
909,'2020/01/08 00:25:24:118',20,370.584747,83.932129,262.357666,353.283081,?,?,?,?
910,'2020/01/08 00:25:24:208',20,370.749115,83.696289,262.258209,353.868103,?,?,?,?
911,'2020/01/08 00:25:24:262',20,370.78299,83.648819,262.223877,354.28009,?,?,?,?
912,'2020/01/08 00:25:24:311',20,370.771271,84.03373,262.219971,354.008301,?,?,?,?
913,'2020/01/08 00:25:24:374',20,370.759583,84.41864,262.216064,353.736511,?,?,?,?
914,'2020/01/08 00:25:24:458',20,370.708191,84.58316,262.221283,353.057129,?,?,?,?
915,'2020/01/08 00:25:24:508',20,370.644989,84.653313,262.269135,352.648132,?,?,?,?
916,'2020/01/08 00:25:24:564',20,370.533936,84.699196,262.287048,352.493195,?,?,?,?
917,'2020/01/08 00:25:24:622',20,370.422913,84.745079,262.304932,352.338257,?,?,?,?
918,'2020/01/08 00:25:24:708',20,370.295929,84.720398,262.356201,352.581268,?,?,?,?
919,'2020/01/08 00:25:24:758',20,370.257568,84.659569,262.28009,352.705597,?,?,?,?
920,'2020/01/08 00:25:24:814',20,370.077454,84.591331,262.251892,352.567383,?,?,?,?
921,'2020/01/08 00:25:24:908',20,369.934937,84.771194,262.294373,352.332733,?,?,?,?
922,'2020/01/08 00:25:24:958',20,369.790863,84.914169,262.382141,351.954071,?,?,?,?
923,'2020/01/08 00:25:25:008',20,369.703674,85.006226,262.504913,351.595703,?,?,?,?
924,'2020/01/08 00:25:25:068',20,369.525238,85.333923,262.667816,351.079041,?,?,?,?
925,'2020/01/08 00:25:25:158',20,369.343628,85.592941,262.848633,350.601715,?,?,?,?
926,'2020/01/08 00:25:25:208',20,369.189087,85.789696,262.97467,350.242035,?,?,?,?
927,'2020/01/08 00:25:25:260',20,369.091095,86.022423,263.044983,349.333466,?,?,?,?
928,'2020/01/08 00:25:25:318',20,369.004395,86.238426,263.139679,348.636627,?,?,?,?
929,'2020/01/08 00:25:25:408',20,368.911102,86.532944,263.270966,348.077972,?,?,?,?
930,'2020/01/08 00:25:25:458',20,368.81778,86.827469,263.402283,347.519287,?,?,?,?
931,'2020/01/08 00:25:25:508',20,368.723145,86.939766,263.50647,347.143524,?,?,?,?
932,'2020/01/08 00:25:25:563',20,368.701935,86.816124,263.470093,347.064392,?,?,?,?
933,'2020/01/08 00:25:25:623',20,368.682617,86.83654,263.474701,347.013275,?,?,?,?
934,'2020/01/08 00:25:25:708',20,368.722717,86.971367,263.452972,347.105591,?,?,?,?
935,'2020/01/08 00:25:25:758',20,368.770599,87.356392,263.425232,346.912292,?,?,?,?
936,'2020/01/08 00:25:25:814',20,369.03479,87.714493,263.186615,346.550079,?,?,?,?
937,'2020/01/08 00:25:25:908',20,369.277649,88.164406,263.005005,346.45163,?,?,?,?
938,'2020/01/08 00:25:25:958',20,369.493225,88.557823,262.797668,346.347137,?,?,?,?
939,'2020/01/08 00:25:26:008',20,369.573151,88.834274,262.780457,346.25473,?,?,?,?
940,'2020/01/08 00:25:26:074',20,369.772919,89.095299,262.732239,346.601898,?,?,?,?
941,'2020/01/08 00:25:26:158',20,369.966827,89.159248,262.515869,347.044312,?,?,?,?
942,'2020/01/08 00:25:26:210',20,370.160736,89.223206,262.2995,347.486725,?,?,?,?
943,'2020/01/08 00:25:26:268',20,370.277832,89.181824,262.069061,347.517487,?,?,?,?
944,'2020/01/08 00:25:26:358',20,370.419373,89.267593,261.832367,347.539093,?,?,?,?
945,'2020/01/08 00:25:26:409',20,370.585388,89.545006,261.59491,347.310699,?,?,?,?
946,'2020/01/08 00:25:26:458',20,370.756775,89.768547,261.314972,347.216675,?,?,?,?
947,'2020/01/08 00:25:26:517',20,370.924011,90.080124,261.061798,347.195679,?,?,?,?
948,'2020/01/08 00:27:13:704',21,412.473602,40.223244,214.186035,402.30838,1,?,?,?
949,'2020/01/08 00:27:13:754',21,412.48114,40.299141,214.261902,401.891327,1,?,?,?
950,'2020/01/08 00:27:13:808',21,412.452667,40.406433,214.364334,401.640717,1,?,?,?
951,'2020/01/08 00:27:13:904',21,412.552673,40.810776,214.304382,401.219971,1,?,?,?
952,'2020/01/08 00:27:13:954',21,412.652039,41.05698,214.245667,400.822876,1,?,?,?
953,'2020/01/08 00:27:14:003',21,412.756073,41.347248,214.186752,400.403961,1,?,?,?
954,'2020/01/08 00:27:14:104',21,412.860107,41.637516,214.127838,399.985077,1,?,?,?
955,'2020/01/08 00:27:14:154',21,412.851746,41.987747,214.208603,399.7005,1,?,?,?
956,'2020/01/08 00:27:14:204',21,412.849426,42.109287,214.17572,399.728088,1,?,?,?
957,'2020/01/08 00:27:14:304',21,412.925964,42.225338,213.993271,399.955566,1,?,?,?
958,'2020/01/08 00:27:14:354',21,413.03067,42.24176,213.766556,400.29129,1,?,?,?
959,'2020/01/08 00:27:14:403',21,413.165192,42.039711,213.472107,400.872009,1,?,?,?
960,'2020/01/08 00:27:14:464',21,413.340729,41.813232,213.271515,400.935211,1,?,?,?
961,'2020/01/08 00:27:14:554',21,413.293579,41.699947,213.353973,400.66925,1,?,?,?
962,'2020/01/08 00:27:14:604',21,413.221649,41.660706,213.480087,400.315857,1,?,?,?
963,'2020/01/08 00:27:14:654',21,413.115356,41.769726,213.674332,399.837189,1,?,?,?
964,'2020/01/08 00:27:14:704',21,412.901093,41.897926,214.018387,399.333252,1,?,?,?
965,'2020/01/08 00:27:14:763',21,412.771698,42.099678,214.263397,398.726624,1,?,?,?
966,'2020/01/08 00:27:14:854',21,412.696899,42.335552,214.421326,398.108643,1,?,?,?
967,'2020/01/08 00:27:14:904',21,412.689514,42.579105,214.467529,397.654877,1,?,?,?
968,'2020/01/08 00:27:14:954',21,412.586548,42.838566,214.637131,397.473083,1,?,?,?
969,'2020/01/08 00:27:15:012',21,412.548828,43.059566,214.671143,397.450806,1,?,?,?
970,'2020/01/08 00:27:15:104',21,412.511108,43.280571,214.70517,397.428558,1,?,?,?
971,'2020/01/08 00:27:15:154',21,412.364288,43.136147,214.864746,397.660187,1,?,?,?
972,'2020/01/08 00:27:15:203',21,412.306091,42.915863,214.880234,397.931976,1,?,?,?
973,'2020/01/08 00:27:15:262',21,412.186554,42.68779,215.012878,398.122467,1,?,?,?
974,'2020/01/08 00:27:15:356',21,412.067047,42.459721,215.145523,398.312988,1,?,?,?
975,'2020/01/08 00:27:15:404',21,412.073975,42.271896,215.194519,398.074371,1,?,?,?
976,'2020/01/08 00:27:15:454',21,412.018524,42.198906,215.299561,397.811188,1,?,?,?
977,'2020/01/08 00:27:15:513',21,411.881989,42.373924,215.498367,397.562805,1,?,?,?
978,'2020/01/08 00:27:15:603',21,411.786957,42.568062,215.722733,397.035767,1,?,?,?
979,'2020/01/08 00:27:15:654',21,411.691925,42.762199,215.947098,396.508759,1,?,?,?
980,'2020/01/08 00:27:15:706',21,411.590332,42.957539,216.052612,396.44519,1,?,?,?
981,'2020/01/08 00:27:15:763',21,411.748047,43.042549,215.866653,396.550385,1,?,?,?
982,'2020/01/08 00:27:15:854',21,411.878662,43.022709,215.692093,396.938538,1,?,?,?
983,'2020/01/08 00:27:15:904',21,412.009247,43.002865,215.517532,397.326721,1,?,?,?
984,'2020/01/08 00:27:15:957',21,412.192963,42.893116,215.236465,397.647552,1,?,?,?
985,'2020/01/08 00:27:16:020',21,412.172455,42.952541,215.217041,397.932709,1,?,?,?
986,'2020/01/08 00:27:16:103',21,412.071686,42.989307,215.313309,398.158386,1,?,?,?
1014,'2020/01/08 00:29:09:549',23,378.19812,111.843864,206.827606,280.970062,?,?,?,?
1015,'2020/01/08 00:29:09:600',23,378.395172,111.405624,206.680511,281.42041,?,?,?,?
1016,'2020/01/08 00:29:09:653',23,378.852325,110.969017,206.260406,281.83609,?,?,?,?
1017,'2020/01/08 00:29:09:711',23,379.379395,110.597137,205.722244,282.091827,?,?,?,?
1018,'2020/01/08 00:29:09:799',23,380.22699,110.575264,205.00293,281.865753,?,?,?,?
1019,'2020/01/08 00:29:09:849',23,379.720245,110.474304,205.39743,282.039978,?,?,?,?
1020,'2020/01/08 00:29:09:905',23,379.781494,110.328377,205.335587,282.156677,?,?,?,?
1021,'2020/01/08 00:29:09:964',23,379.776794,110.416496,205.3759,282.104706,?,?,?,?
1022,'2020/01/08 00:29:10:049',23,379.813507,110.423035,205.409164,282.121704,?,?,?,?
1023,'2020/01/08 00:29:10:099',23,379.774292,110.898705,205.530823,281.693604,?,?,?,?
1024,'2020/01/08 00:29:10:154',23,380.070007,111.401176,205.410568,281.203949,?,?,?,?
1025,'2020/01/08 00:29:10:213',23,380.597778,111.871765,205.048248,280.64801,?,?,?,?
1026,'2020/01/08 00:29:10:299',23,381.02005,112.073631,204.81308,280.188202,?,?,?,?
1027,'2020/01/08 00:29:10:349',23,381.466095,112.225082,204.506134,279.670166,?,?,?,?
1028,'2020/01/08 00:29:10:399',23,381.355713,112.18911,204.667435,279.679901,?,?,?,?
1029,'2020/01/08 00:29:10:460',23,381.265808,111.957886,204.846481,279.824524,?,?,?,?
1030,'2020/01/08 00:29:10:549',23,381.747192,111.74437,204.601227,279.886414,?,?,?,?
1031,'2020/01/08 00:29:10:599',23,382.574799,111.627487,203.962128,279.868744,?,?,?,?
1032,'2020/01/08 00:29:10:650',23,383.18396,111.21463,203.368332,279.998291,?,?,?,?
1033,'2020/01/08 00:29:10:709',23,383.333954,110.867378,203.214722,280.132568,?,?,?,?
1034,'2020/01/08 00:29:10:799',23,383.483917,110.520126,203.061096,280.266846,?,?,?,?
1035,'2020/01/08 00:29:10:849',23,383.578857,110.510788,202.847534,280.049133,?,?,?,?
1036,'2020/01/08 00:29:10:905',23,383.498047,110.593323,202.906326,280.005829,?,?,?,?
1037,'2020/01/08 00:29:10:964',23,382.656128,110.462189,203.585022,280.041565,?,?,?,?
1038,'2020/01/08 00:29:11:049',23,381.81424,110.331062,204.263733,280.077271,?,?,?,?
1039,'2020/01/08 00:29:11:099',23,381.842316,110.343933,204.203247,279.927979,?,?,?,?
1040,'2020/01/08 00:29:11:155',23,381.720795,110.548347,204.369156,279.796143,?,?,?,?
1041,'2020/01/08 00:29:11:249',23,381.652557,110.337799,204.464355,280.048096,?,?,?,?
1042,'2020/01/08 00:29:11:299',23,381.58432,110.127258,204.55957,280.300079,?,?,?,?
1043,'2020/01/08 00:29:11:349',23,382.141022,110.068192,204.139771,280.273621,?,?,?,?
1044,'2020/01/08 00:29:11:449',23,382.338959,109.828377,203.963287,280.484711,?,?,?,?
1045,'2020/01/08 00:29:11:499',23,382.765289,109.68293,203.500748,280.628723,?,?,?,?
1046,'2020/01/08 00:29:11:549',23,383.221222,109.757782,202.964935,280.636688,?,?,?,?
1047,'2020/01/08 00:29:11:607',23,383.677124,109.832626,202.429123,280.644684,?,?,?,?
1048,'2020/01/08 00:29:11:699',23,384.27002,109.550705,201.780975,280.821869,?,?,?,?
1049,'2020/01/08 00:29:11:749',23,384.900421,109.559875,201.04953,280.762238,?,?,?,?
1050,'2020/01/08 00:29:11:806',23,385.646606,109.582893,200.207031,280.53717,?,?,?,?
1051,'2020/01/08 00:29:11:899',23,385.981689,109.628853,199.867599,280.319305,?,?,?,?
1052,'2020/01/08 00:29:11:949',23,385.799744,109.67128,200.058044,280.313171,?,?,?,?
1053,'2020/01/08 00:29:11:999',23,386.000549,109.577309,199.873749,280.360626,?,?,?,?
1054,'2020/01/08 00:29:12:056',23,386.341736,109.463516,199.515289,280.350769,?,?,?,?
1055,'2020/01/08 00:29:12:149',23,386.553528,109.309731,199.317841,280.450989,?,?,?,?
1056,'2020/01/08 00:29:38:298',24,366.100006,78.577057,267.308472,374.115234,?,?,?,?
1057,'2020/01/08 00:29:38:352',24,366.005219,78.903061,267.608185,373.699768,?,?,?,?
1058,'2020/01/08 00:29:38:414',24,366.069336,79.066612,267.625275,373.61972,?,?,?,?
1059,'2020/01/08 00:29:38:498',24,366.008972,79.109314,267.741577,373.546997,?,?,?,?
1060,'2020/01/08 00:29:38:548',24,365.903198,79.154694,267.888702,373.561493,?,?,?,?
1061,'2020/01/08 00:29:38:607',24,365.696533,79.16468,268.099701,373.782288,?,?,?,?
1062,'2020/01/08 00:29:38:697',24,365.493713,79.333923,268.382599,373.660217,?,?,?,?
1063,'2020/01/08 00:29:38:748',24,365.526642,79.461967,268.658295,373.153503,?,?,?,?
1064,'2020/01/08 00:29:38:797',24,365.450867,79.957291,268.978302,372.2323,?,?,?,?
1065,'2020/01/08 00:29:38:858',24,365.416321,80.320732,269.20108,371.52533,?,?,?,?
1066,'2020/01/08 00:29:38:947',24,365.439026,80.623711,269.454895,370.851624,?,?,?,?
1067,'2020/01/08 00:29:38:998',24,365.51593,80.705322,269.621063,370.179443,?,?,?,?
1068,'2020/01/08 00:29:39:048',24,365.632263,81.084778,269.637787,369.323944,?,?,?,?
1069,'2020/01/08 00:29:39:108',24,365.691193,81.431221,269.78363,368.50946,?,?,?,?
1070,'2020/01/08 00:29:39:197',24,365.72052,81.874664,269.955658,367.78006,?,?,?,?
1071,'2020/01/08 00:29:39:248',24,365.894196,82.030251,269.924988,367.589661,?,?,?,?
1072,'2020/01/08 00:29:39:298',24,365.818085,82.656487,270.155762,367.208008,?,?,?,?
1073,'2020/01/08 00:29:39:357',24,365.889008,82.980911,270.241058,366.963989,?,?,?,?
1074,'2020/01/08 00:29:39:447',24,365.945831,83.275124,270.356995,366.642059,?,?,?,?
1075,'2020/01/08 00:29:39:497',24,365.96109,83.740845,270.383301,365.99527,?,?,?,?
