@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
1852,'2020/01/08 01:28:04:951',41,231.567413,6.865982,148.852509,272.805695,?,?,?,?
1853,'2020/01/08 01:28:05:008',41,231.534866,6.811353,148.906494,272.931519,?,?,?,?
1854,'2020/01/08 01:28:05:101',41,231.541565,6.799142,148.944397,273.021271,?,?,?,?
1855,'2020/01/08 01:28:05:151',41,231.571808,6.719564,148.937378,273.164215,?,?,?,?
1856,'2020/01/08 01:28:05:201',41,231.722046,6.737181,148.832993,273.114502,?,?,?,?
1857,'2020/01/08 01:28:05:266',41,231.769577,6.673826,148.762344,273.123474,?,?,?,?
1858,'2020/01/08 01:28:05:351',41,231.826218,6.612102,148.703018,273.146545,?,?,?,?
1859,'2020/01/08 01:28:05:401',41,231.828186,6.603217,148.693253,273.103882,?,?,?,?
1860,'2020/01/08 01:28:05:460',41,231.771118,6.650204,148.77655,273.016937,?,?,?,?
1861,'2020/01/08 01:28:05:551',41,231.744217,6.617745,148.799973,273.041077,?,?,?,?
1862,'2020/01/08 01:28:05:602',41,231.724258,6.510272,148.782013,273.198883,?,?,?,?
1863,'2020/01/08 01:28:05:651',41,231.774902,6.337366,148.718948,273.440491,?,?,?,?
1864,'2020/01/08 01:28:05:709',41,231.809021,6.20837,148.656738,273.568787,?,?,?,?
1865,'2020/01/08 01:28:05:801',41,231.844757,6.068901,148.566269,273.7388,?,?,?,?
1866,'2020/01/08 01:28:05:851',41,231.894745,6.000277,148.442947,273.845276,?,?,?,?
1867,'2020/01/08 01:28:05:901',41,231.916138,5.908766,148.376587,273.935883,?,?,?,?
1868,'2020/01/08 01:28:05:951',41,231.892975,5.688691,148.343048,274.213684,?,?,?,?
1869,'2020/01/08 01:28:06:051',41,231.826828,5.460191,148.384491,274.500183,?,?,?,?
1870,'2020/01/08 01:28:06:101',41,231.808792,5.356919,148.40889,274.602234,?,?,?,?
1871,'2020/01/08 01:28:06:151',41,231.828735,5.308156,148.318542,274.594116,?,?,?,?
1872,'2020/01/08 01:28:06:209',41,231.75,5.254716,148.378189,274.66275,?,?,?,?
1873,'2020/01/08 01:28:06:301',41,231.677826,5.281739,148.435974,274.561981,?,?,?,?
1874,'2020/01/08 01:28:06:351',41,231.62973,5.327199,148.479797,274.489136,?,?,?,?
1875,'2020/01/08 01:28:06:405',41,231.54982,5.246093,148.532623,274.515533,?,?,?,?
1876,'2020/01/08 01:28:06:501',41,231.348862,5.059988,148.689758,274.67981,?,?,?,?
1877,'2020/01/08 01:28:06:551',41,231.154892,4.94777,148.852036,274.895966,?,?,?,?
1878,'2020/01/08 01:28:06:601',41,230.988419,4.81697,148.966064,275.024841,?,?,?,?
1879,'2020/01/08 01:28:06:658',41,230.84729,4.666175,149.079712,275.180786,?,?,?,?
1880,'2020/01/08 01:28:06:751',41,230.773163,4.513975,149.116043,275.412659,?,?,?,?
1881,'2020/01/08 01:28:06:801',41,230.6716,4.315809,149.119171,275.647125,?,?,?,?
1882,'2020/01/08 01:28:18:600',42,117.672417,96.71093,145.707733,300.117065,?,?,?,?
1883,'2020/01/08 01:28:18:650',42,117.067299,97.334229,146.083832,299.913177,?,?,?,?
1884,'2020/01/08 01:28:18:750',42,116.44957,97.97435,146.444153,299.722473,?,?,?,?
1885,'2020/01/08 01:28:18:801',42,116.480133,97.87561,146.498291,299.855469,?,?,?,?
1886,'2020/01/08 01:28:18:850',42,115.920624,98.265671,146.779404,299.927124,?,?,?,?
1887,'2020/01/08 01:28:18:951',42,116.069221,98.217865,146.75708,299.993958,?,?,?,?
1888,'2020/01/08 01:28:19:000',42,115.312614,97.842552,147.12767,300.62854,?,?,?,?
1889,'2020/01/08 01:28:19:050',42,114.481888,97.420013,147.585556,301.492462,?,?,?,?
1890,'2020/01/08 01:28:19:110',42,113.765457,97.246033,148.099625,301.976624,?,?,?,?
1891,'2020/01/08 01:28:19:200',42,113.049026,97.072044,148.613693,302.460785,?,?,?,?
1892,'2020/01/08 01:28:19:251',42,112.246468,96.915604,149.015091,303.126526,?,?,?,?
1893,'2020/01/08 01:28:19:308',42,111.526543,97.25676,149.468842,303.491394,?,?,?,?
1894,'2020/01/08 01:28:19:401',42,110.789169,97.535515,150.100983,303.751984,?,?,?,?
1895,'2020/01/08 01:28:19:450',42,110.919243,97.417976,149.974823,303.899933,?,?,?,?
1896,'2020/01/08 01:28:19:511',42,110.217529,97.623161,150.304672,304.221466,?,?,?,?
1897,'2020/01/08 01:28:19:600',42,109.441742,97.636192,150.67981,304.781342,?,?,?,?
1898,'2020/01/08 01:28:19:650',42,108.719467,98.029839,151.051361,304.938629,?,?,?,?
1899,'2020/01/08 01:28:19:701',42,107.993698,98.46283,151.668701,304.972504,?,?,?,?
1900,'2020/01/08 01:28:19:765',42,107.924339,98.120781,151.69931,305.198639,?,?,?,?
1901,'2020/01/08 01:28:19:850',42,107.891762,97.844917,151.793945,305.437561,?,?,?,?
1902,'2020/01/08 01:28:19:900',42,108.652863,97.262306,151.219193,305.528015,?,?,?,?
1903,'2020/01/08 01:28:19:961',42,108.600105,96.837654,151.235641,306.099854,?,?,?,?
1904,'2020/01/08 01:28:20:051',42,108.640358,96.630905,151.217621,306.394562,?,?,?,?
1905,'2020/01/08 01:28:20:101',42,107.924934,96.823135,151.568039,306.768677,?,?,?,?
1906,'2020/01/08 01:28:20:156',42,107.840408,96.542305,151.624069,307.121857,?,?,?,?
1907,'2020/01/08 01:28:20:250',42,107.027222,96.492226,151.971603,307.667175,?,?,?,?
1908,'2020/01/08 01:28:20:301',42,107.131882,96.862022,151.979004,307.497742,?,?,?,?
1909,'2020/01/08 01:28:20:359',42,107.243942,97.262016,151.922318,307.183289,?,?,?,?
1910,'2020/01/08 01:28:20:450',42,107.224098,97.512077,152.043884,307.097931,?,?,?,?
1911,'2020/01/08 01:28:20:500',42,107.1744,97.722542,152.169464,306.965057,?,?,?,?
1912,'2020/01/08 01:28:20:559',42,107.14772,97.790344,152.179428,306.866852,?,?,?,?
1913,'2020/01/08 01:28:20:613',42,107.159538,98.083,152.087631,306.437988,?,?,?,?
1914,'2020/01/08 01:28:20:701',42,107.164238,98.518112,152.03569,305.98645,?,?,?,?
1915,'2020/01/08 01:28:20:750',42,106.303596,99.383987,152.74794,305.612976,?,?,?,?
1916,'2020/01/08 01:28:20:811',42,106.245743,99.577957,152.833298,305.551422,?,?,?,?
1917,'2020/01/08 01:28:20:900',42,106.226593,99.721977,152.902573,305.423584,?,?,?,?
1918,'2020/01/08 01:28:20:950',42,106.104065,99.309158,152.988525,305.808899,?,?,?,?
1919,'2020/01/08 01:28:21:009',42,105.993065,99.123131,153.076157,305.98819,?,?,?,?
1920,'2020/01/08 01:28:21:100',42,105.957924,99.123405,153.186813,306.009827,?,?,?,?
1921,'2020/01/08 01:28:21:150',42,105.951515,99.204628,153.172714,306.007935,?,?,?,?
1922,'2020/01/08 01:28:21:200',42,105.151428,99.592606,153.827988,306.15451,?,?,?,?
1923,'2020/01/08 01:28:38:150',43,202.180298,276.114166,165.130173,186.271378,?,?,?,?
1924,'2020/01/08 01:28:38:200',43,202.669647,276.169861,164.66037,186.12088,?,?,?,?
1925,'2020/01/08 01:28:38:260',43,203.103149,276.228973,164.211716,186.036331,?,?,?,?
1926,'2020/01/08 01:28:38:350',43,203.418839,276.297272,163.958694,185.925903,?,?,?,?
1927,'2020/01/08 01:28:38:400',43,203.705368,276.39447,163.73262,185.822479,?,?,?,?
1928,'2020/01/08 01:28:38:451',43,203.779663,276.38974,163.684326,185.766846,?,?,?,?
1929,'2020/01/08 01:28:38:513',43,203.853943,276.38501,163.636032,185.711212,?,?,?,?
1930,'2020/01/08 01:28:38:600',43,203.907104,276.452209,163.417694,185.656342,?,?,?,?
1931,'2020/01/08 01:28:38:650',43,204.109207,276.510284,163.225662,185.624268,?,?,?,?
1932,'2020/01/08 01:28:38:710',43,204.314087,276.562347,162.97702,185.582108,?,?,?,?
1933,'2020/01/08 01:28:38:800',43,204.661819,276.605347,162.635437,185.527084,?,?,?,?
1934,'2020/01/08 01:28:38:850',43,204.998627,276.605164,162.231216,185.499847,?,?,?,?
1935,'2020/01/08 01:28:38:903',43,205.395447,276.693268,161.932449,185.409576,?,?,?,?
1936,'2020/01/08 01:28:39:000',43,205.328217,276.722748,162.156693,185.410812,?,?,?,?
1937,'2020/01/08 01:28:39:050',43,205.260986,276.752197,162.38092,185.412033,?,?,?,?
1938,'2020/01/08 01:28:39:103',43,205.062958,276.695557,162.71315,185.536789,?,?,?,?
1939,'2020/01/08 01:28:39:200',43,204.864914,276.638916,163.04538,185.66156,?,?,?,?
1940,'2020/01/08 01:28:39:250',43,204.66687,276.582275,163.377609,185.786316,?,?,?,?
1941,'2020/01/08 01:28:39:307',43,204.468842,276.525635,163.709839,185.911072,?,?,?,?
1942,'2020/01/08 01:28:39:400',43,204.270798,276.468994,164.042068,186.035828,?,?,?,?
1943,'2020/01/08 01:28:39:452',43,204.072769,276.412354,164.374298,186.160583,?,?,?,?
1944,'2020/01/08 01:28:39:500',43,203.874725,276.355713,164.706528,186.285339,?,?,?,?
1945,'2020/01/08 01:28:39:600',43,203.676697,276.299072,165.038757,186.410095,?,?,?,?
1946,'2020/01/08 01:28:39:650',43,203.478653,276.242401,165.370972,186.534851,?,?,?,?
1947,'2020/01/08 01:28:39:700',43,203.280624,276.18576,165.703201,186.659607,?,?,?,?
1948,'2020/01/08 01:28:39:762',43,203.069962,276.138,166.088882,186.81723,?,?,?,?
1949,'2020/01/08 01:28:39:850',43,202.859299,276.09024,166.474548,186.974838,?,?,?,?
1950,'2020/01/08 01:28:39:900',43,202.489838,275.94162,167.026703,187.20784,?,?,?,?
1951,'2020/01/08 01:28:39:959',43,201.508316,275.835327,168.028992,187.474243,?,?,?,?
1952,'2020/01/08 01:28:40:050',43,200.526794,275.729065,169.031281,187.740631,?,?,?,?
1953,'2020/01/08 01:28:40:100',43,199.714142,275.666443,169.6138,187.930664,?,?,?,?
1954,'2020/01/08 01:28:40:155',43,198.89566,275.602081,170.392059,188.150391,?,?,?,?
1955,'2020/01/08 01:28:40:249',43,198.098221,275.565063,171.075211,188.381699,?,?,?,?
1956,'2020/01/08 01:28:40:300',43,197.478638,275.484497,171.637619,188.660278,?,?,?,?
1957,'2020/01/08 01:28:40:355',43,196.546967,275.50943,172.393265,188.862366,?,?,?,?
1958,'2020/01/08 01:28:40:449',43,195.746094,275.620483,173.040939,188.940933,?,?,?,?
1959,'2020/01/08 01:28:40:500',43,194.945236,275.731537,173.688599,189.019501,?,?,?,?
1960,'2020/01/08 01:28:40:550',43,194.144363,275.84259,174.336273,189.098068,?,?,?,?
1961,'2020/01/08 01:28:40:611',43,193.343506,275.953644,174.983932,189.176636,?,?,?,?
1962,'2020/01/08 01:28:40:700',43,192.599243,276.16098,175.786621,189.143311,?,?,?,?
1963,'2020/01/08 01:28:40:750',43,191.854996,276.368317,176.58931,189.109985,?,?,?,?
1964,'2020/01/08 01:28:40:804',43,191.110748,276.575653,177.391998,189.07666,?,?,?,?
1965,'2020/01/08 01:28:40:858',43,190.366486,276.782959,178.194687,189.043335,?,?,?,?
1966,'2020/01/08 01:28:40:950',43,189.936646,276.991608,178.671555,188.949173,?,?,?,?
1967,'2020/01/08 01:28:41:000',43,189.50679,277.200226,179.148438,188.855011,?,?,?,?
1968,'2020/01/08 01:28:41:060',43,189.063995,277.381531,179.399063,188.769669,?,?,?,?
1969,'2020/01/08 01:28:41:150',43,188.488098,277.51944,179.753174,188.728699,?,?,?,?
1970,'2020/01/08 01:28:41:200',43,187.864761,277.641602,180.382248,188.775864,?,?,?,?
1971,'2020/01/08 01:28:41:259',43,187.963318,277.785217,180.383911,188.678619,?,?,?,?
1972,'2020/01/08 01:28:41:350',43,188.081024,277.935822,180.328476,188.601074,?,?,?,?
1973,'2020/01/08 01:28:41:402',43,187.932526,277.983246,180.742508,188.67247,?,?,?,?
1974,'2020/01/08 01:28:41:449',43,187.915527,278.137299,180.67627,188.503647,?,?,?,?
1975,'2020/01/08 01:28:41:510',43,187.877457,278.264008,180.705093,188.323242,?,?,?,?
1976,'2020/01/08 01:28:41:600',43,187.812286,278.470276,180.69603,188.116974,?,?,?,?
1977,'2020/01/08 01:28:41:650',43,187.889893,278.518402,180.545807,188.008469,?,?,?,?
1978,'2020/01/08 01:28:41:704',43,188.108826,278.583466,180.28392,187.859909,?,?,?,?
1979,'2020/01/08 01:28:41:799',43,188.369766,278.628601,180.020218,187.741577,?,?,?,?
1980,'2020/01/08 01:28:41:849',43,188.742096,278.682343,179.675735,187.616974,?,?,?,?
1981,'2020/01/08 01:28:41:902',43,189.114426,278.736115,179.331268,187.492386,?,?,?,?
1982,'2020/01/08 01:28:41:960',43,189.356903,278.73938,178.983902,187.45224,?,?,?,?
1983,'2020/01/08 01:28:42:050',43,189.59938,278.742645,178.636536,187.412094,?,?,?,?
1984,'2020/01/08 01:28:42:099',43,189.841858,278.745911,178.289169,187.371933,?,?,?,?
1985,'2020/01/08 01:28:42:150',43,190.084351,278.749176,177.941803,187.331787,?,?,?,?
1986,'2020/01/08 01:28:42:204',43,190.012421,278.751129,177.920258,187.352478,?,?,?,?
1987,'2020/01/08 01:28:42:263',43,189.940506,278.753113,177.898697,187.373169,?,?,?,?
1988,'2020/01/08 01:28:42:350',43,189.881531,278.78241,178.103378,187.385056,?,?,?,?
1989,'2020/01/08 01:28:42:399',43,189.955658,278.855103,178.204605,187.352539,?,?,?,?
1990,'2020/01/08 01:28:42:458',43,190.077225,278.943512,178.030853,187.231918,?,?,?,?
1991,'2020/01/08 01:28:42:550',43,190.016479,278.993683,177.997528,187.176727,?,?,?,?
1992,'2020/01/08 01:28:42:599',43,189.936615,279.036865,178.021301,187.101822,?,?,?,?
1993,'2020/01/08 01:28:42:649',43,189.954086,279.139557,177.995361,186.954361,?,?,?,?
1994,'2020/01/08 01:28:42:711',43,189.845871,279.13739,178.253998,187.017426,?,?,?,?
1995,'2020/01/08 01:28:42:799',43,189.737671,279.135193,178.512619,187.080475,?,?,?,?
1996,'2020/01/08 01:28:42:849',43,189.789856,279.133972,178.522598,187.058228,?,?,?,?
1997,'2020/01/08 01:28:42:905',43,190.011337,279.185425,178.480484,187.014694,?,?,?,?
1998,'2020/01/08 01:28:42:958',43,190.091522,279.21991,178.550018,187.011215,?,?,?,?
1999,'2020/01/08 01:28:43:050',43,190.129669,279.274323,178.621399,186.977524,?,?,?,?
2000,'2020/01/08 01:28:43:100',43,190.056427,279.320099,178.773514,186.950073,?,?,?,?
2001,'2020/01/08 01:28:43:150',43,189.9832,279.365906,178.925644,186.922638,?,?,?,?
2002,'2020/01/08 01:28:43:210',43,189.9832,279.365906,178.925644,186.922638,?,?,?,?
2003,'2020/01/08 01:28:43:299',43,189.9832,279.365906,178.925644,186.922638,?,?,?,?
2004,'2020/01/08 01:28:43:350',43,189.9832,279.365906,178.925644,186.922638,?,?,?,?
2005,'2020/01/08 01:28:43:399',43,189.985336,279.378845,178.845444,186.842926,?,?,?,?
2006,'2020/01/08 01:28:43:464',43,189.987473,279.391785,178.765259,186.763229,?,?,?,?
2007,'2020/01/08 01:28:43:549',43,189.994843,279.394135,178.615265,186.696091,?,?,?,?
2008,'2020/01/08 01:28:43:600',43,190.296219,279.314453,178.232437,186.740662,?,?,?,?
2009,'2020/01/08 01:28:43:659',43,190.351791,279.249756,178.015442,186.815704,?,?,?,?
2010,'2020/01/08 01:29:50:997',44,438.496124,54.919109,193.63913,312.198029,?,?,?,?
2011,'2020/01/08 01:29:51:047',44,438.233337,54.964302,193.839081,312.251373,?,?,?,?
2012,'2020/01/08 01:29:51:102',44,437.863953,54.929493,194.210251,312.259399,?,?,?,?
2013,'2020/01/08 01:29:51:197',44,437.07959,54.56958,194.946472,312.523407,?,?,?,?
2014,'2020/01/08 01:29:51:247',44,436.602417,54.553246,195.409988,312.715912,?,?,?,?
2015,'2020/01/08 01:29:51:302',44,435.792358,54.176758,196.164597,313.120422,?,?,?,?
2016,'2020/01/08 01:29:51:397',44,435.389221,53.884926,196.448135,313.592957,?,?,?,?
2017,'2020/01/08 01:29:51:447',44,435.023407,53.357937,196.846695,312.474121,?,?,?,?
2018,'2020/01/08 01:29:51:505',44,434.218445,53.046177,197.659317,312.648224,?,?,?,?
2019,'2020/01/08 01:29:51:597',44,434.282928,52.758495,197.623428,311.632446,?,?,?,?
2020,'2020/01/08 01:29:51:647',44,434.069427,52.733974,197.830887,311.647675,?,?,?,?
2021,'2020/01/08 01:29:51:702',44,434.411957,52.567852,197.55127,309.851929,?,?,?,?
2022,'2020/01/08 01:29:51:797',44,434.773376,52.407246,197.23938,308.166473,?,?,?,?
2023,'2020/01/08 01:29:51:847',44,434.669922,52.34285,197.385101,307.647949,?,?,?,?
2024,'2020/01/08 01:29:51:909',44,434.611633,52.290928,197.526733,306.938202,?,?,?,?
2025,'2020/01/08 01:29:51:997',44,434.559845,52.204128,197.6754,306.187744,?,?,?,?
2026,'2020/01/08 01:29:52:047',44,434.764618,52.188797,197.458191,304.782501,?,?,?,?
2027,'2020/01/08 01:29:52:103',44,434.678192,52.218662,197.591202,304.964172,?,?,?,?
2028,'2020/01/08 01:29:52:197',44,434.744598,52.198898,197.547012,305.064392,?,?,?,?
2029,'2020/01/08 01:29:52:247',44,434.640839,52.029881,197.652176,306.434143,?,?,?,?
2030,'2020/01/08 01:29:52:309',44,434.662781,51.858562,197.68898,307.406616,?,?,?,?
2031,'2020/01/08 01:29:52:397',44,435.086517,51.697685,197.272629,307.28421,?,?,?,?
2032,'2020/01/08 01:29:52:447',44,435.509521,51.60791,196.890594,307.219543,?,?,?,?
2033,'2020/01/08 01:29:52:510',44,436.588654,51.895599,195.858948,306.738007,?,?,?,?
2034,'2020/01/08 01:29:52:596',44,437.042267,51.93494,195.37088,306.407532,?,?,?,?
2035,'2020/01/08 01:29:52:647',44,437.823364,52.20752,194.559341,305.975922,?,?,?,?
2036,'2020/01/08 01:29:52:712',44,438.605713,52.277409,193.886597,304.046082,?,?,?,?
2037,'2020/01/08 01:29:52:796',44,439.350739,52.582455,193.098816,303.707642,?,?,?,?
2038,'2020/01/08 01:29:52:851',44,440.079834,52.82618,192.350189,303.418396,?,?,?,?
2039,'2020/01/08 01:29:52:947',44,440.445099,52.703396,191.983765,303.348938,?,?,?,?
2040,'2020/01/08 01:29:52:997',44,440.698853,52.535358,191.781189,303.447235,?,?,?,?
2041,'2020/01/08 01:29:53:048',44,440.939117,52.434383,191.549576,303.377197,?,?,?,?
2042,'2020/01/08 01:29:53:147',44,441.27948,52.319588,191.172394,303.2854,?,?,?,?
2043,'2020/01/08 01:29:53:196',44,442.265656,52.148407,190.135849,302.056244,?,?,?,?
2044,'2020/01/08 01:29:53:252',44,443.121582,51.885387,189.2043,301.008148,?,?,?,?
2045,'2020/01/08 01:29:53:347',44,443.720642,51.615555,188.567062,300.147491,?,?,?,?
2046,'2020/01/08 01:29:53:397',44,443.957489,51.29805,188.335632,300.255096,?,?,?,?
2047,'2020/01/08 01:29:53:447',44,444.130127,51.052425,188.158203,300.24292,?,?,?,?
2048,'2020/01/08 01:29:53:546',44,444.24353,50.760902,188.041458,300.382538,?,?,?,?
2049,'2020/01/08 01:29:53:596',44,444.680176,50.513031,187.562988,299.0672,?,?,?,?
2050,'2020/01/08 01:29:53:652',44,444.960358,50.29044,187.203278,298.228943,?,?,?,?
2051,'2020/01/08 01:29:53:748',44,444.928741,50.161247,187.242233,298.239807,?,?,?,?
2052,'2020/01/08 01:29:53:796',44,444.897217,49.981079,187.241653,298.378387,?,?,?,?
2053,'2020/01/08 01:29:53:854',44,444.692444,49.77195,187.467987,298.740204,?,?,?,?
2054,'2020/01/08 01:29:53:947',44,444.784363,49.464054,187.424774,298.958771,?,?,?,?
2055,'2020/01/08 01:29:53:999',44,445.003174,49.124142,186.963654,298.231934,?,?,?,?
2056,'2020/01/08 01:29:54:059',44,444.756561,49.004791,187.213257,299.672974,?,?,?,?
2057,'2020/01/08 01:29:54:147',44,444.509949,48.885437,187.462875,301.114014,?,?,?,?
2058,'2020/01/08 01:29:54:197',44,444.785553,48.579926,186.90744,300.398529,?,?,?,?
2059,'2020/01/08 01:29:54:261',44,444.967468,48.340599,186.458527,299.528656,?,?,?,?
2060,'2020/01/08 01:29:54:347',44,445.080353,48.132317,186.016602,298.583679,?,?,?,?
2061,'2020/01/08 01:29:54:405',44,444.701508,48.099228,186.343414,300.101959,?,?,?,?
2062,'2020/01/08 01:29:54:496',44,444.20462,48.077118,186.864197,301.371185,?,?,?,?
2063,'2020/01/08 01:29:54:546',44,443.452057,47.919716,187.654236,302.607025,?,?,?,?
2064,'2020/01/08 01:30:06:596',45,328.919495,67.172607,223.236389,306.273621,?,?,?,?
2065,'2020/01/08 01:30:06:646',45,328.561676,67.210373,223.622284,306.555817,?,?,?,?
2066,'2020/01/08 01:30:06:702',45,328.30954,67.293884,223.884323,306.679108,?,?,?,?
2067,'2020/01/08 01:30:06:796',45,328.147766,67.227745,224.029083,306.783844,?,?,?,?
2068,'2020/01/08 01:30:06:847',45,327.966064,67.062119,224.280945,307.061371,?,?,?,?
2069,'2020/01/08 01:30:06:896',45,327.840729,66.811813,224.662186,307.177765,?,?,?,?
2070,'2020/01/08 01:30:06:950',45,327.748016,66.688248,225.016159,307.234161,?,?,?,?
2071,'2020/01/08 01:30:07:010',45,327.631531,66.527237,225.427521,307.174194,?,?,?,?
2072,'2020/01/08 01:30:07:096',45,327.422546,66.400383,225.747971,307.352448,?,?,?,?
2073,'2020/01/08 01:30:07:146',45,327.356506,66.326843,225.835983,307.520355,?,?,?,?
2074,'2020/01/08 01:30:07:204',45,327.205627,66.301102,226.00325,307.537872,?,?,?,?
2075,'2020/01/08 01:30:07:296',45,327.133362,66.36673,225.916306,307.574554,?,?,?,?
2076,'2020/01/08 01:30:07:346',45,327.016907,66.420639,225.926392,307.747772,?,?,?,?
2077,'2020/01/08 01:30:07:402',45,326.864044,66.491676,226.050018,308.008057,?,?,?,?
2078,'2020/01/08 01:30:07:496',45,326.783356,66.6203,226.081116,308.11615,?,?,?,?
2079,'2020/01/08 01:30:07:546',45,326.652344,66.718231,226.147507,308.261963,?,?,?,?
2080,'2020/01/08 01:30:07:596',45,326.571472,66.870995,226.217041,308.390564,?,?,?,?
2081,'2020/01/08 01:30:07:696',45,326.616913,66.955093,226.084015,308.389221,?,?,?,?
2082,'2020/01/08 01:30:07:746',45,326.709473,66.926483,226.062973,308.497681,?,?,?,?
2083,'2020/01/08 01:30:07:796',45,326.815277,66.960167,225.940842,308.46167,?,?,?,?
2084,'2020/01/08 01:30:07:853',45,326.911102,67.002869,225.861115,308.42746,?,?,?,?
2085,'2020/01/08 01:30:07:946',45,327.006927,67.045563,225.781372,308.393219,?,?,?,?
2086,'2020/01/08 01:30:07:996',45,327.09726,67.112762,225.763229,308.390045,?,?,?,?
2087,'2020/01/08 01:30:08:052',45,327.13681,67.06205,225.856827,308.6586,?,?,?,?
2088,'2020/01/08 01:30:08:146',45,327.181519,67.162476,225.934601,308.593658,?,?,?,?
2089,'2020/01/08 01:30:08:197',45,327.140656,67.304649,225.948532,308.823669,?,?,?,?
2090,'2020/01/08 01:30:08:247',45,327.113739,67.429314,225.925293,309.044159,?,?,?,?
2091,'2020/01/08 01:30:08:307',45,327.093079,67.471695,225.886093,309.328705,?,?,?,?
2092,'2020/01/08 01:30:08:396',45,327.195404,67.436203,225.926178,309.227203,?,?,?,?
2093,'2020/01/08 01:30:08:446',45,327.262054,67.386856,226.024048,309.169739,?,?,?,?
2094,'2020/01/08 01:30:08:496',45,327.207794,67.273537,225.975281,309.436279,?,?,?,?
2095,'2020/01/08 01:30:08:554',45,327.124512,67.264267,226.096222,309.38623,?,?,?,?
2096,'2020/01/08 01:30:08:646',45,327.10199,67.369362,226.226044,309.375549,?,?,?,?
2097,'2020/01/08 01:30:08:696',45,327.067719,67.397461,226.264511,309.340576,?,?,?,?
2098,'2020/01/08 01:30:08:746',45,326.883881,67.296333,226.468353,309.54892,?,?,?,?
2099,'2020/01/08 01:30:08:811',45,326.700043,67.195206,226.672195,309.757263,?,?,?,?
2100,'2020/01/08 01:30:08:896',45,326.571991,67.130928,226.802826,309.886963,?,?,?,?
2101,'2020/01/08 01:30:08:946',45,326.42157,67.15239,226.988632,310.112274,?,?,?,?
2102,'2020/01/08 01:30:09:008',45,326.278595,67.210281,227.175629,310.148438,?,?,?,?
2103,'2020/01/08 01:30:09:096',45,326.105804,67.137848,227.491287,310.380127,?,?,?,?
2104,'2020/01/08 01:30:09:146',45,326.023193,67.179794,227.659256,310.404419,?,?,?,?
2105,'2020/01/08 01:30:09:196',45,325.900879,67.173462,227.852966,310.436859,?,?,?,?
2106,'2020/01/08 01:30:09:253',45,325.772186,67.128036,227.994141,310.506927,?,?,?,?
2107,'2020/01/08 01:30:09:346',45,325.690887,67.17173,228.034714,310.44989,?,?,?,?
2108,'2020/01/08 01:30:09:396',45,325.560974,67.083923,228.133179,310.66745,?,?,?,?
2109,'2020/01/08 01:30:09:446',45,325.426086,66.96138,228.213226,310.709656,?,?,?,?
2110,'2020/01/08 01:30:09:501',45,325.254242,66.897415,228.337891,310.799408,?,?,?,?
2111,'2020/01/08 01:30:09:596',45,325.076141,66.915733,228.478531,310.825104,?,?,?,?
2112,'2020/01/08 01:30:09:646',45,324.945587,67.039131,228.564362,310.968475,?,?,?,?
2113,'2020/01/08 01:30:09:696',45,324.862305,67.221443,228.568832,310.974915,?,?,?,?
2114,'2020/01/08 01:30:09:757',45,324.744354,67.413628,228.694092,311.000183,?,?,?,?
2115,'2020/01/08 01:30:09:846',45,324.681183,67.541389,228.747955,311.135284,?,?,?,?
2116,'2020/01/08 01:30:09:896',45,324.641144,67.650406,228.713379,311.243317,?,?,?,?
2117,'2020/01/08 01:30:09:949',45,324.476318,67.72934,228.845154,311.389954,?,?,?,?
2118,'2020/01/08 01:30:10:046',45,324.387024,67.81469,228.871536,311.512085,?,?,?,?
2119,'2020/01/08 01:30:10:096',45,324.29776,67.90004,228.897919,311.634186,?,?,?,?
2120,'2020/01/08 01:30:10:147',45,324.226166,68.009796,228.866745,311.764221,?,?,?,?
2121,'2020/01/08 01:31:47:492',46,91.907112,76.736946,146.285583,283.655365,?,?,?,?
2122,'2020/01/08 01:31:47:542',46,91.859978,76.463272,146.521057,283.953827,?,?,?,?
2123,'2020/01/08 01:31:47:596',46,91.880669,76.571106,146.611908,283.911469,?,?,?,?
2124,'2020/01/08 01:31:47:692',46,91.909775,76.637672,146.7005,283.944702,?,?,?,?
2125,'2020/01/08 01:31:47:742',46,92.094322,76.81926,146.574234,283.821533,?,?,?,?
2126,'2020/01/08 01:31:47:792',46,92.273079,76.953957,146.421082,283.727356,?,?,?,?
2127,'2020/01/08 01:31:47:853',46,92.279694,76.956482,146.483185,283.789612,?,?,?,?
2128,'2020/01/08 01:31:47:942',46,92.346123,76.876022,146.536896,283.881439,?,?,?,?
2129,'2020/01/08 01:31:47:992',46,92.314995,76.749817,146.660995,284.103088,?,?,?,?
2130,'2020/01/08 01:31:48:049',46,92.336441,76.665108,146.696381,284.367279,?,?,?,?
2131,'2020/01/08 01:31:48:142',46,92.372452,76.598717,146.674622,284.425629,?,?,?,?
2132,'2020/01/08 01:31:48:192',46,92.394386,76.567154,146.665405,284.390839,?,?,?,?
2133,'2020/01/08 01:31:48:242',46,92.416313,76.535591,146.656189,284.356049,?,?,?,?
